









Frequency of observations in the selected location(s).:
Number of taxa: 	873

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
アカビタイムジオウム (<em class="sci">Cacatua sanguinea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	1.463E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
キバタン (<em class="sci">Cacatua galerita</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ホンセイインコ (<em class="sci">Psittacula krameri</em>)	0.0265864	0.0220252	0.0203093	0.0209133	0.0191156	0.0198422	0.0207815	0.0194962	0.0224223	0.0274524	0.0279078	0.0183994	0.0200033	0.0184303	0.0201935	0.0245186	0.0221506	0.025062	0.0208546	0.0201554	0.0184316	0.0257186	0.0170782	0.0190791	0.0142547	0.0134336	0.0146611	0.0125659	0.0096042	0.0086859	0.0180255	0.0112146	0.0152236	0.0182774	0.0194589	0.0205882	0.022172	0.0203291	0.0163365	0.015671	0.0153889	0.0186948	0.0207921	0.0195851	0.0244163	0.0216319	0.0231603	0.0246714	
ダルマインコ属 (<em class="sci">Psittacula sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.287E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.891E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
セキセイインコ (<em class="sci">Melopsittacus undulatus</em>)	0.0	0.0	0.0	0.0	2.549E-4	0.0015	0.0015	2.846E-4	0.0	0.0	3.467E-4	0.0	0.0	0.0	0.0	1.196E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.773E-4	3.802E-4	0.0	2.504E-4	4.746E-4	1.634E-4	8.212E-4	4.84E-4	3.476E-4	2.357E-4	0.0	0.0	1.65E-4	0.0	0.0	0.0	0.0	0.0	
オーストラリアゴシキセイガイインコ (<em class="sci">Trichoglossus moluccanus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ホンセイインコ科 (<em class="sci">Psittaculidae sp. (lorikeet sp.)</em>)	2.508E-4	1.343E-4	2.69E-4	9.59E-5	2.549E-4	1.16E-4	1.463E-4	1.423E-4	4.91E-4	3.497E-4	6.934E-4	2.573E-4	4.879E-4	0.0015	0.0015	3.588E-4	0.0015	2.754E-4	1.458E-4	3.378E-4	0.0	1.891E-4	2.058E-4	1.835E-4	2.416E-4	5.373E-4	0.0	0.0	0.0	0.0	0.0	1.901E-4	0.0	0.0	0.0	1.634E-4	0.0	3.227E-4	1.738E-4	3.535E-4	2.798E-4	0.0	3.3E-4	2.577E-4	7.129E-4	0.0015	5.603E-4	4.309E-4	
ルリゴシボタンインコ (<em class="sci">Agapornis fischeri</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.504E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
テリハメキシコインコ (<em class="sci">Psittacara holochlorus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.766E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
オウム目（インコ科 小さな種） (<em class="sci">Psittaciformes sp. (parakeet sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.733E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.232E-4	
ヤイロチョウ (<em class="sci">Pitta nympha</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.377E-4	0.0011667	0.0023646	0.0015649	0.0013238	0.0015	7.338E-4	0.001208	0.001612	2.766E-4	0.0014187	8.731E-4	0.0015	0.0	0.0	2.379E-4	0.0	0.0	1.634E-4	0.0	0.0	1.738E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
リュウキュウサンショウクイ (<em class="sci">Pericrocotus tegimae</em>)	0.0156759	0.0145044	0.0112979	0.0144858	0.0136358	0.0157809	0.0144885	0.0123808	0.0148936	0.0125896	0.0182007	0.0095214	0.0091072	0.0124405	0.014444	0.0154288	0.0114959	0.0167998	0.0263964	0.025335	0.0205182	0.0111573	0.0139918	0.009723	0.0070065	0.0051048	0.0030429	0.0028375	0.0011641	0.0016811	0.0063783	0.0079833	0.005471	0.0105158	0.0083056	0.0104575	0.0059536	0.0072604	0.00504	0.0081301	0.0061556	0.0067981	0.0127063	0.0176524	0.0167528	0.0148008	0.0143818	0.0159448	
サンショウクイ (<em class="sci">Pericrocotus divaricatus</em>)	1.254E-4	1.343E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.733E-4	3.86E-4	0.0015	0.0039932	0.0329547	0.0426982	0.0556568	0.0410355	0.0355841	0.030965	0.0264302	0.029879	0.0255144	0.0220143	0.0135298	0.0161204	0.0085754	0.007499	0.0055297	0.0095265	0.0069329	0.0129253	0.0078497	0.0047571	0.0049834	0.0058824	0.0041059	6.454E-4	8.69E-4	9.426E-4	1.399E-4	1.7E-4	0.0	0.0	1.782E-4	0.0	0.0	0.0	
リュウキュウサンショウクイ／サンショウクイ (<em class="sci">Pericrocotus tegimae/divaricatus</em>)	1.254E-4	1.343E-4	0.0	9.59E-5	0.0	1.16E-4	0.0	0.0015	0.0	5.246E-4	0.0	2.573E-4	3.253E-4	6.143E-4	0.0012621	5.98E-4	5.608E-4	2.754E-4	2.917E-4	9.008E-4	0.0010433	1.891E-4	4.115E-4	1.835E-4	2.416E-4	0.0015	0.0	2.027E-4	2.91E-4	0.0	0.0	0.0	2.379E-4	0.0	2.373E-4	6.536E-4	8.212E-4	1.613E-4	0.0	1.178E-4	2.798E-4	3.399E-4	0.0	5.154E-4	3.564E-4	3.795E-4	0.0	3.232E-4	
アサクラサンショウクイ (<em class="sci">Lalage melaschistos</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7E-4	0.0	0.0	0.0	1.898E-4	0.0	0.0	
コウライウグイス (<em class="sci">Oriolus chinensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0012617	0.0026164	0.0014584	2.252E-4	5.216E-4	0.0	2.058E-4	0.0	0.0	0.0	0.0	0.0	0.0	2.802E-4	0.0	0.0	0.0	0.0	2.373E-4	3.268E-4	0.0	1.613E-4	0.0	1.178E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
オウチュウ (<em class="sci">Dicrurus macrocercus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.733E-4	2.573E-4	0.0	0.0	0.0	0.0013156	0.0011215	0.0016524	1.458E-4	6.756E-4	1.739E-4	0.0	0.0	0.0	0.0	2.687E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.053E-4	0.0	0.0	0.0	1.399E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ハイイロオウチュウ (<em class="sci">Dicrurus leucophaeus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.733E-4	0.0	0.0	0.0	0.0	1.196E-4	1.402E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.84E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.868E-4	0.0	
カンムリオウチュウ (<em class="sci">Dicrurus hottentottus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.196E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
サンコウチョウ (<em class="sci">Terpsiphone atrocaudata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.505E-4	3.072E-4	0.0028047	0.0071762	0.0140193	0.0283668	0.0282923	0.0346808	0.0352982	0.0308245	0.0296296	0.0299028	0.0215028	0.0204191	0.0160443	0.0115525	0.0052386	0.0028019	0.0047144	0.009694	0.0111798	0.0107661	0.0090176	0.0070261	0.0022583	8.067E-4	6.952E-4	1.178E-4	1.399E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
チゴモズ (<em class="sci">Lanius tigrinus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.196E-4	0.0	8.262E-4	7.292E-4	0.0019142	0.0020866	0.0013238	2.058E-4	0.0022014	4.832E-4	5.373E-4	0.0015	6.08E-4	2.91E-4	2.802E-4	5.546E-4	9.504E-4	2.379E-4	0.0	2.373E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
モズ (<em class="sci">Lanius bucephalus</em>)	0.2257336	0.2072254	0.1821116	0.1869724	0.1782847	0.1747505	0.1646422	0.1713391	0.1585925	0.1596433	0.140579	0.129053	0.1034315	0.0870834	0.0725004	0.0777419	0.0759849	0.0633434	0.062418	0.0648576	0.0632933	0.0667549	0.0613169	0.0634746	0.0519449	0.0631381	0.0558783	0.0449939	0.0448196	0.047072	0.0399334	0.0408668	0.056137	0.1099149	0.1407214	0.225	0.268528	0.2959019	0.2798054	0.2576882	0.2525182	0.239463	0.2064356	0.1870893	0.1942613	0.1787476	0.1815465	0.1960784	
セアカモズ (<em class="sci">Lanius collurio</em>)	0.0	0.0	0.0	0.0	1.274E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.178E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
モウコアカモズ (<em class="sci">Lanius isabellinus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.402E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
アカモズ (<em class="sci">Lanius cristatus</em>)	0.0038876	0.0024174	0.0017485	5.756E-4	0.0019116	0.0013924	0.0014635	2.846E-4	0.0018003	0.0027977	0.009187	0.006948	0.0060172	0.0053755	0.0012621	0.0056213	0.0026637	0.0028918	0.0021875	0.0012386	8.694E-4	5.673E-4	0.0014403	5.504E-4	9.664E-4	2.687E-4	2.766E-4	0.0016214	0.0015	2.802E-4	5.546E-4	1.901E-4	0.0026166	0.0037556	0.0064072	0.0066993	0.00349	0.0037109	0.0019117	0.0036526	0.0019586	6.798E-4	8.251E-4	0.0010308	0.0023169	0.0017078	0.0011207	0.0019392	
タカサゴモズ (<em class="sci">Lanius schach</em>)	2.508E-4	2.686E-4	5.38E-4	2.878E-4	0.0	1.16E-4	0.0	1.423E-4	1.637E-4	3.497E-4	0.0015	0.0015	0.0	0.0	1.402E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.373E-4	3.268E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.347E-4	0.0	0.0	0.0	
オオモズ (<em class="sci">Lanius borealis</em>)	3.762E-4	0.0	2.69E-4	1.919E-4	0.0015	6.962E-4	2.927E-4	1.423E-4	8.183E-4	5.246E-4	0.0	2.573E-4	1.626E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.027E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.952E-4	2.357E-4	5.596E-4	0.0	0.0015	1.288E-4	0.0015	0.0015	3.736E-4	5.387E-4	
オオカラモズ (<em class="sci">Lanius sphenocercus</em>)	2.508E-4	4.029E-4	1.345E-4	9.59E-5	2.549E-4	2.321E-4	4.39E-4	1.423E-4	3.273E-4	6.994E-4	0.0012134	0.0	0.0	1.536E-4	0.0	0.0	1.402E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	2.155E-4	
モズ属 (<em class="sci">Laniidae sp.</em>)	0.0015	1.343E-4	1.345E-4	9.59E-5	1.274E-4	1.16E-4	1.463E-4	0.0015	0.0	1.749E-4	1.733E-4	2.573E-4	4.879E-4	0.0	1.402E-4	3.588E-4	4.206E-4	1.377E-4	1.458E-4	3.378E-4	0.0	1.891E-4	4.115E-4	5.504E-4	0.0	5.373E-4	5.533E-4	2.027E-4	2.91E-4	0.0	0.0015	3.802E-4	2.379E-4	2.504E-4	9.492E-4	1.634E-4	0.0	4.84E-4	5.214E-4	3.535E-4	4.197E-4	3.399E-4	0.0	3.865E-4	0.0	5.693E-4	1.868E-4	2.155E-4	
カケス (<em class="sci">Garrulus glandarius</em>)	0.0466516	0.0478109	0.0470746	0.0486378	0.0485536	0.0540729	0.0515147	0.0520848	0.0373159	0.0325232	0.0301612	0.0289501	0.0245568	0.0368607	0.038564	0.0379141	0.0405159	0.0271275	0.0386466	0.0353564	0.0382542	0.0270424	0.0286008	0.0264172	0.0222276	0.0142397	0.0185339	0.0139846	0.0110594	0.0165312	0.0138658	0.0150162	0.0118934	0.022033	0.0417655	0.0583333	0.0663108	0.0730881	0.0630865	0.0623306	0.0471461	0.0445275	0.0410891	0.0380106	0.0333274	0.040797	0.0382891	0.044387	
ルリカケス (<em class="sci">Garrulus lidthi</em>)	3.762E-4	0.0014773	0.002959	0.0017268	0.0010195	0.0048735	0.0013171	0.0025615	0.0047463	0.0057702	0.0058936	0.0028307	0.0016263	0.0038397	0.0033656	0.0053821	0.0018225	0.0067475	0.0093335	0.0131742	0.0048687	0.001702	0.0020576	0.0025683	4.832E-4	0.0018807	0.0038728	0.0020268	5.821E-4	0.0015	0.0022185	0.002471	7.136E-4	0.004006	0.0014238	0.0011438	4.106E-4	0.0022588	1.738E-4	0.0044774	9.793E-4	0.0056084	0.0011551	0.0037366	3.564E-4	0.0032258	0.0013074	0.0012928	
オナガ (<em class="sci">Cyanopica cyanus</em>)	0.0369952	0.0330379	0.0356422	0.0410591	0.0368294	0.0334184	0.0364408	0.0334424	0.0368249	0.0417905	0.0357081	0.0361554	0.0365913	0.0362464	0.0479596	0.0605191	0.05075	0.0644451	0.0682514	0.0552866	0.0526865	0.0554085	0.0582305	0.0603559	0.0613675	0.0513165	0.0594744	0.0512769	0.056461	0.0557579	0.0615641	0.0606349	0.059705	0.0723585	0.0633602	0.0665033	0.0541983	0.0559858	0.0537018	0.0444209	0.0461668	0.0363698	0.0336634	0.0325989	0.0390305	0.0379507	0.0418379	0.0379229	
サンジャク (<em class="sci">Urocissa erythroryncha</em>)	1.254E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	1.377E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
カササギ (<em class="sci">Pica serica</em>)	0.0030098	0.0033575	0.003228	0.0023024	0.0036957	0.003365	0.0021952	0.0031308	0.0027823	0.004896	0.0019067	0.0021873	0.0021142	0.002611	0.0019633	0.0043057	0.0037852	0.002341	0.0021875	0.002252	0.0026082	0.0034039	0.0018519	0.002018	9.664E-4	2.687E-4	0.0011065	6.08E-4	0.0014552	0.0011208	0.0013866	5.702E-4	7.136E-4	0.0022534	0.003085	0.004085	0.0022583	0.0019361	0.0026069	0.003417	0.0026581	0.003739	0.0019802	0.0037366	0.0033862	0.0026565	0.0031752	0.0026934	
ホシガラス (<em class="sci">Nucifraga caryocatactes</em>)	0.0015	0.0	4.035E-4	0.0	2.549E-4	0.0015	1.463E-4	0.0	3.273E-4	0.0015	0.0015	0.0015	3.253E-4	1.536E-4	2.805E-4	2.392E-4	0.0016823	0.0011016	0.0030626	0.0032654	0.0034777	0.0026475	0.0063786	0.0055036	0.0072481	0.0072542	0.0102351	0.0109445	0.0090221	0.0086859	0.005269	0.0070329	0.0071361	0.0065098	0.0118652	0.0063725	0.0036953	0.0038722	0.0022593	0.0028279	0.0015389	5.099E-4	8.251E-4	7.731E-4	1.782E-4	1.898E-4	3.736E-4	2.155E-4	
コクマルガラス (<em class="sci">Coloeus dauuricus</em>)	0.004013	0.0092667	0.0078009	0.0048926	0.0067542	0.0073103	0.0057076	0.0046962	0.0022913	0.0010491	3.467E-4	5.147E-4	3.253E-4	0.0	0.0	1.196E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.227E-4	8.69E-4	0.0011783	0.0026581	0.0020394	0.0036304	0.0037366	0.0046338	0.0037951	0.0054165	0.0050636	
イエガラス (<em class="sci">Corvus splendens</em>)	0.0	0.0	0.0	0.0	0.0	1.16E-4	1.463E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ミヤマガラス (<em class="sci">Corvus frugilegus</em>)	0.0160522	0.0257857	0.0201748	0.0165004	0.0196253	0.0210026	0.0181472	0.0136616	0.010311	0.0068194	0.0057202	0.0032167	0.0021142	7.679E-4	0.0012621	0.0023921	0.0046264	0.0012393	0.0015	1.126E-4	0.0	0.0	0.0	1.835E-4	0.0	0.0	0.0	0.0	0.0	2.802E-4	2.773E-4	0.0	0.0	0.0	0.0	0.0	4.106E-4	0.0019361	0.0072993	0.0098975	0.0106323	0.0093474	0.0110561	0.0135292	0.0151488	0.0149905	0.0179305	0.0171299	
ハシボソガラス (<em class="sci">Corvus corone</em>)	0.3664409	0.3506581	0.3300605	0.3561972	0.3555499	0.3594802	0.3509439	0.3661591	0.3589198	0.3645742	0.3452938	0.3466289	0.3304602	0.32591	0.3348759	0.3478053	0.3455769	0.3336546	0.3236109	0.3272154	0.3538515	0.3273449	0.3308642	0.3184737	0.3194008	0.309511	0.3067773	0.2979327	0.2948196	0.3138134	0.3186356	0.312298	0.3108944	0.3347521	0.3308021	0.3330065	0.3383289	0.3402711	0.3288147	0.3444091	0.3451315	0.360809	0.3493399	0.343899	0.3660667	0.3557875	0.3670153	0.3620987	
ハシブトガラス (<em class="sci">Corvus macrorhynchos</em>)	0.4426887	0.4329842	0.4212508	0.4235418	0.4337964	0.4315386	0.4488512	0.4175324	0.4279869	0.4318937	0.4288438	0.4279465	0.4270613	0.4106896	0.4106016	0.408444	0.3932427	0.4449188	0.4204463	0.4193221	0.4027126	0.3857791	0.405144	0.390754	0.375453	0.3723804	0.3919779	0.3802189	0.3815483	0.3816195	0.396284	0.3934613	0.4065176	0.4081122	0.4302326	0.4393791	0.4280435	0.4535334	0.4181439	0.4544598	0.4322888	0.4488443	0.4405941	0.4598634	0.4548209	0.4356736	0.4688084	0.4435466	
ハシボソガラス／ハシブトガラス (<em class="sci">Corvus corone/macrorhynchos</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.379E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
カラス属（カラスの種） (<em class="sci">Corvus sp. (crow sp.)</em>)	0.0139202	0.0197421	0.0149294	0.0171719	0.0156748	0.0177535	0.018879	0.0180731	0.0209493	0.021857	0.0246143	0.0187854	0.0234184	0.0304101	0.026504	0.022605	0.0196271	0.0203801	0.0163337	0.0198176	0.0198226	0.02118	0.0154321	0.0192625	0.020778	0.013971	0.0182573	0.0160113	0.0279395	0.0226954	0.0268996	0.0214788	0.0218839	0.0252879	0.0303749	0.0300654	0.0328475	0.0191997	0.0232881	0.021798	0.0144096	0.0166553	0.0151815	0.0222909	0.0140795	0.0212524	0.0153157	0.0147598	
ワタリガラス (<em class="sci">Corvus corax</em>)	1.254E-4	4.029E-4	1.345E-4	1.919E-4	2.549E-4	8.123E-4	0.0011708	7.115E-4	0.001473	3.497E-4	3.467E-4	1.287E-4	0.0	0.0	0.0	1.196E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7E-4	3.3E-4	1.288E-4	1.782E-4	0.0	0.0	2.155E-4	
カラス属 (<em class="sci">Corvus sp.</em>)	0.0013795	0.0012087	0.0017485	0.0015349	0.0014018	0.0020887	0.0016098	0.0032731	0.0026187	0.002448	0.0043335	0.00386	0.0040657	0.0019966	0.0029449	0.0022725	0.0025235	0.0020655	0.0016042	9.008E-4	0.0020866	0.0011346	2.058E-4	0.0022014	2.416E-4	0.0010747	0.0011065	0.0016214	5.821E-4	0.0015	0.0011093	0.0015206	0.0014272	0.002003	0.0014238	0.0037582	0.0026689	0.0014521	0.0039972	0.0040061	0.0036374	0.0015296	0.0013201	0.0020616	0.0021387	0.0011385	0.001681	0.0022624	
corvid sp. (<em class="sci">Corvidae sp.</em>)	0.0	0.0	0.0	0.0	1.274E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ヒガラ (<em class="sci">Periparus ater</em>)	0.02922	0.0303519	0.0381977	0.0324252	0.0336434	0.0364354	0.0368798	0.0468194	0.0325696	0.0297255	0.0291212	0.0303654	0.0341519	0.0391645	0.0429112	0.0520273	0.07248	0.057973	0.0710223	0.0764554	0.0625978	0.0559758	0.0609053	0.0568703	0.0492873	0.0357335	0.0367911	0.0423591	0.0331781	0.0375455	0.0257903	0.0298422	0.0259277	0.0260391	0.0367822	0.0302288	0.0379799	0.0395289	0.031804	0.038883	0.0323167	0.0324609	0.030198	0.0322123	0.0276243	0.0296015	0.0276429	0.0301659	
キバラガラ (<em class="sci">Periparus venustulus</em>)	3.762E-4	6.715E-4	4.035E-4	2.878E-4	5.097E-4	8.123E-4	0.0010244	0.0012808	0.001473	0.001224	0.00104	6.433E-4	8.131E-4	0.0	0.0	0.0	1.402E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.95E-4	0.0	1.782E-4	0.0	0.0015	2.155E-4	
オリイヤマガラ (<em class="sci">Sittiparus olivaceus</em>)	0.0010033	0.0012087	0.0015	0.0	0.0	0.0015	0.0015	0.0	4.91E-4	1.749E-4	6.934E-4	9.007E-4	1.626E-4	0.0010751	1.402E-4	2.392E-4	2.804E-4	2.754E-4	4.375E-4	3.378E-4	1.739E-4	0.0	2.058E-4	1.835E-4	2.416E-4	2.687E-4	0.0	0.0015	0.0	0.0015	0.0	3.802E-4	0.0015	0.0	2.373E-4	1.634E-4	0.0	0.0	1.738E-4	1.178E-4	1.399E-4	0.0	3.3E-4	2.577E-4	7.129E-4	1.898E-4	0.0	1.077E-4	
ヤマガラ (<em class="sci">Sittiparus varius</em>)	0.1395786	0.1312114	0.1311365	0.1346892	0.1302409	0.137967	0.1451778	0.1314928	0.1230769	0.1402343	0.1270584	0.1299537	0.1343308	0.1403778	0.1454214	0.1380218	0.1479041	0.1228312	0.1188566	0.1167661	0.1074596	0.0992814	0.0965021	0.0856724	0.07079	0.0674369	0.0694329	0.0646534	0.0570431	0.0773326	0.0793123	0.1060635	0.0908658	0.1284427	0.1300427	0.1403595	0.1408335	0.1414973	0.1266945	0.1322022	0.120873	0.1276343	0.1176568	0.1280763	0.1172696	0.1305503	0.1212178	0.1322991	
オーストンヤマガラ (<em class="sci">Sittiparus owstoni</em>)	3.762E-4	6.715E-4	0.0014795	8.634E-4	0.0021664	5.802E-4	8.781E-4	0.0024192	0.001964	0.0026228	8.667E-4	0.0032167	0.0039031	0.0021502	0.0033656	0.0026313	0.0039254	0.0035803	0.0055418	0.0058552	0.0036515	0.0039713	0.0024691	0.0025683	9.664E-4	0.0013434	0.0013831	0.0012161	0.0014552	8.406E-4	0.0011093	0.0020909	0.0021408	2.504E-4	7.119E-4	9.804E-4	0.0016424	8.067E-4	8.69E-4	1.178E-4	4.197E-4	3.399E-4	0.0	2.577E-4	0.0	1.898E-4	5.603E-4	4.309E-4	
