ebird_species_code,scientific_name,japanese_name,ebird_common_name,frequency_annual_mean,frequency_max,n_periods_detected,residence_status
sonthr1,Turdus philomelos,ウタツグミ,Song Thrush,7.407916666666665e-05,0.0015,7.0,passage
comyel,Geothlypis trichas,カオグロアメリカムシクイ,Common Yellowthroat,7.398125e-05,0.0015,5.0,passage
blhibi1,Threskiornis melanocephalus,クロトキ,Black-headed Ibis,7.385208333333334e-05,0.0015,5.0,passage
blhbun1,Emberiza melanocephala,ズグロチャキンチョウ,Black-headed Bunting,7.318541666666668e-05,0.0015,7.0,passage
towshe2,Puffinus newelli,ハワイセグロミズナギドリ,Newell's Shearwater,7.248541666666666e-05,0.0015,4.0,vagrant
woowar,Phylloscopus sibilatrix,モリムシクイ,Wood Warbler,7.123333333333333e-05,0.0015,7.0,passage
blrwar1,Acrocephalus dumetorum,ヤブヨシキリ,Blyth's Reed Warbler,6.970833333333334e-05,0.0012471,6.0,passage
blabit1,Ixobrychus flavicollis,タカサゴクロサギ,Black Bittern,6.958125e-05,0.0015,3.0,vagrant
stepet,Pterodroma longirostris,ヒメシロハラミズナギドリ,Stejneger's Petrel,6.518125e-05,0.0015,3.0,vagrant
whrsan,Calidris fuscicollis,コシジロウズラシギ,White-rumped Sandpiper,6.385208333333333e-05,0.0016639,2.0,vagrant
laugul,Leucophaeus atricilla,ワライカモメ,Laughing Gull,6.346041666666667e-05,0.0005702,11.0,passage
brtcur,Numenius tahitiensis,ハリモモチュウシャク,Bristle-thighed Curlew,6.25e-05,0.0015,2.0,vagrant
isawhe1,Oenanthe isabellina,イナバヒタキ,Isabelline Wheatear,6.25e-05,0.0015,2.0,vagrant
dausta1,Agropsar sturninus,シベリアムクドリ,Daurian Starling,6.230416666666667e-05,0.0012393,7.0,passage
bulshe,Ardenna bulleri,ミナミオナガミズナギドリ,Buller's Shearwater,5.915e-05,0.0015,6.0,passage
pllwar1,Phylloscopus tenellipes,アムールムシクイ,Pale-legged Leaf Warbler,5.6260416666666664e-05,0.0009639,5.0,passage
eurrob1,Erithacus rubecula,ヨーロッパコマドリ,European Robin,5.439375e-05,0.0015,4.0,vagrant
ashdro1,Dicrurus leucophaeus,ハイイロオウチュウ,Ashy Drongo,5.424791666666667e-05,0.0015,6.0,passage
blypip1,Anthus godlewskii,コマミジロタヒバリ,Blyth's Pipit,5.3777083333333334e-05,0.0017901,4.0,vagrant
pagwar1,Locustella certhiola,シベリアセンニュウ,Pallas's Grasshopper Warbler,5.337708333333334e-05,0.0015,4.0,vagrant
blknod,Anous minutus,ヒメクロアジサシ,Black Noddy,5.271250000000001e-05,0.0007248,9.0,passage
wlwwar,Phylloscopus trochilus,キタヤナギムシクイ,Willow Warbler,5.21125e-05,0.000817,6.0,passage
gyrfal,Falco rusticolus,シロハヤブサ,Gyrfalcon,5.149166666666667e-05,0.0015,7.0,passage
rehbun1,Emberiza bruniceps,チャキンチョウ,Red-headed Bunting,5.0812499999999995e-05,0.0015,3.0,vagrant
lstlar2,Alaudala cheleensis,コヒバリ,Asian Short-toed Lark,5.0641666666666667e-05,0.0006536,8.0,resident
boowar1,Iduna caligata,ヒメウタイムシクイ,Booted Warbler,5.0343749999999994e-05,0.0015,4.0,vagrant
whhmun1,Lonchura maja,ヘキチョウ,White-headed Munia,4.963125e-05,0.0015,5.0,passage
eugplo,Pluvialis apricaria,ヨーロッパムナグロ,European Golden-Plover,4.959166666666667e-05,0.0015,6.0,passage
piewhe1,Oenanthe pleschanka,セグロサバクヒタキ,Pied Wheatear,4.926041666666667e-05,0.0015,5.0,passage
leater1,Sternula antillarum,アメリカコアジサシ,Least Tern,4.747708333333333e-05,0.0015,3.0,vagrant
litgul,Hydrocoloeus minutus,ヒメカモメ,Little Gull,4.666041666666666e-05,0.001224,5.0,passage
moulau1,Ianthocincla cineracea,ヒゲガビチョウ,Moustached Laughingthrush,4.3941666666666666e-05,0.0015,5.0,passage
redava,Amandava amandava,ベニスズメ,Red Avadavat,4.320833333333333e-05,0.0015,3.0,vagrant
wtrthr1,Monticola gularis,ヒメイソヒヨ,White-throated Rock-Thrush,4.30375e-05,0.0011016,5.0,passage
swirai1,Coturnicops exquisitus,シマクイナ,Swinhoe's Rail,4.264166666666667e-05,0.0015,4.0,vagrant
misthr1,Turdus viscivorus,ヤドリギツグミ,Mistle Thrush,4.217916666666667e-05,0.0015,2.0,vagrant
indcuc1,Cuculus micropterus,セグロカッコウ,Indian Cuckoo,4.195208333333333e-05,0.0005833,5.0,passage
blkter,Chlidonias niger,ハシグロクロハラアジサシ,Black Tern,4.188125e-05,0.0015,3.0,vagrant
truswa,Cygnus buccinator,ナキハクチョウ,Trumpeter Swan,3.923125e-05,0.0015,4.0,vagrant
oriplo1,Charadrius veredus,オオチドリ,Oriental Plover,3.8175e-05,0.0010293,5.0,passage
eupfly1,Ficedula hypoleuca,マダラヒタキ,European Pied Flycatcher,3.798125e-05,0.0015,3.0,vagrant
rbbmag,Urocissa erythroryncha,サンジャク,Red-billed Blue-Magpie,3.6731249999999995e-05,0.0015,3.0,vagrant
rebshr1,Lanius collurio,セアカモズ,Red-backed Shrike,3.6358333333333334e-05,0.0015,3.0,vagrant
bnhgul1,Chroicocephalus brunnicephalus,チャガシラカモメ,Brown-headed Gull,3.572916666666666e-05,0.001224,2.0,vagrant
bearee1,Panurus biarmicus,ヒゲガラ,Bearded Reedling,3.4860416666666666e-05,0.0015,2.0,vagrant
blckin1,Halcyon pileata,ヤマショウビン,Black-capped Kingfisher,3.473958333333333e-05,0.0005608,6.0,passage
slbgul1,Chroicocephalus genei,ハシボソカモメ,Slender-billed Gull,3.3904166666666666e-05,0.0015,2.0,vagrant
cangoo,Branta canadensis,カナダガン,Canada Goose,3.374166666666667e-05,0.0015,2.0,vagrant
cangoo,Branta canadensis,カナダガン,Canada Goose,3.374166666666667e-05,0.0015,2.0,vagrant
bkwpet,Pterodroma nigripennis,ハグロシロハラミズナギドリ,Black-winged Petrel,3.1970833333333336e-05,0.0008731,4.0,vagrant
sibnee1,Hirundapus cochinchinensis,クロビタイハリオアマツバメ,Silver-backed Needletail,3.125e-05,0.0015,1.0,vagrant
trimun,Lonchura malacca,ギンパラ,Tricolored Munia,3.125e-05,0.0015,1.0,vagrant
sedwar1,Acrocephalus schoenobaenus,スゲヨシキリ,Sedge Warbler,3.125e-05,0.0015,1.0,vagrant
ettwoo1,Picoides tridactylus,ミユビゲラ,Eurasian Three-toed Woodpecker,3.125e-05,0.0015,1.0,vagrant
eueowl1,Bubo bubo,ワシミミズク,Eurasian Eagle-Owl,3.125e-05,0.0015,1.0,vagrant
manrew1,Acrocephalus tangorum,マンシュウイナダヨシキリ,Manchurian Reed Warbler,3.125e-05,0.0015,1.0,vagrant
norhar2,Circus hudsonius,アメリカハイイロチュウヒ,Northern Harrier,3.125e-05,0.0015,1.0,vagrant
chilew1,Phylloscopus yunnanensis,シセンムシクイ,Chinese Leaf Warbler,3.125e-05,0.0015,1.0,vagrant
verfly4,Eumyias thalassinus,ロクショウヒタキ,Verditer Flycatcher,2.7350000000000004e-05,0.0005347,4.0,vagrant
datthr1,Turdus atrogularis,ノドグロツグミ,Black-throated Thrush,2.4479166666666668e-05,0.0004641,4.0,vagrant
whcspa,Zonotrichia leucophrys,ミヤマシトド,White-crowned Sparrow,2.063541666666667e-05,0.0004207,4.0,vagrant
stisan,Calidris himantopus,アシナガシギ,Stilt Sandpiper,1.9322916666666668e-05,0.0004106,3.0,vagrant
sabgul,Xema sabini,クビワカモメ,Sabine's Gull,1.8162499999999998e-05,0.0005154,2.0,vagrant
whvmyn,Acridotheres javanicus,ジャワハッカ,Javan Myna,1.674375e-05,0.0003497,3.0,vagrant
spofly1,Muscicapa striata,ムナフヒタキ,Spotted Flycatcher,1.55125e-05,0.0003476,3.0,vagrant
rossta2,Pastor roseus,バライロムクドリ,Rosy Starling,1.4816666666666665e-05,0.0002573,4.0,vagrant
eaywag1,Motacilla flava,ニシツメナガセキレイ,Western Yellow Wagtail,1.4447916666666666e-05,0.0004131,2.0,vagrant
meapip1,Anthus pratensis,マキバタヒバリ,Meadow Pipit,1.4108333333333333e-05,0.0003736,3.0,vagrant
semplo,Charadrius semipalmatus,ミズカキチドリ,Semipalmated Plover,1.2772916666666666e-05,0.0002577,3.0,vagrant
arcter,Sterna paradisaea,キョクアジサシ,Arctic Tern,1.2666666666666667e-05,0.000608,1.0,vagrant
parauk,Aethia psittacula,ウミオウム,Parakeet Auklet,1.0854166666666668e-05,0.0001637,4.0,vagrant
chwcuc1,Clamator coromandus,カンムリカッコウ,Chestnut-winged Cuckoo,9.641666666666666e-06,0.0001634,3.0,vagrant
baisan,Calidris bairdii,ヒメウズラシギ,Baird's Sandpiper,8.8375e-06,0.0002504,2.0,vagrant
blared1,Phoenicurus ochruros,クロジョウビタキ,Black Redstart,8.799999999999999e-06,0.0001626,3.0,vagrant
javspa,Padda oryzivora,ブンチョウ,Java Sparrow,7.764583333333333e-06,0.0002027,2.0,vagrant
bkwcus1,Lalage melaschistos,アサクラサンショウクイ,Black-winged Cuckooshrike,7.495833333333334e-06,0.0001898,2.0,vagrant
grybus1,Saxicola ferreus,ヤマザキヒタキ,Gray Bushchat,6.308333333333333e-06,0.0001626,2.0,vagrant
ferfly1,Muscicapa ferruginea,ミヤマヒタキ,Ferruginous Flycatcher,6.120833333333333e-06,0.0001536,2.0,vagrant
yerwar,Setophaga coronata,キヅタアメリカムシクイ,Yellow-rumped Warbler,6.068749999999999e-06,0.0001626,2.0,vagrant
bimlar1,Melanocorypha bimaculata,クビワコウテンシ,Bimaculated Lark,6.0500000000000005e-06,0.000165,2.0,vagrant
borowl,Aegolius funereus,キンメフクロウ,Boreal Owl,5.839583333333333e-06,0.0001458,2.0,vagrant
chrshe,Puffinus nativitatis,コミズナギドリ,Christmas Shearwater,5.033333333333333e-06,0.0002416,1.0,vagrant
baleag,Haliaeetus leucocephalus,ハクトウワシ,Bald Eagle,4.414583333333333e-06,0.000116,2.0,vagrant
eurdot,Eudromias morinellus,コバシチドリ,Eurasian Dotterel,4.241666666666667e-06,0.0001077,2.0,vagrant
rubred2,Phoenicurus erythronotus,セアカジョウビタキ,Rufous-backed Redstart,3.620833333333333e-06,0.0001738,1.0,vagrant
comred2,Phoenicurus phoenicurus,シロビタイジョウビタキ,Common Redstart,3.3604166666666663e-06,0.0001613,1.0,vagrant
impeag1,Aquila heliaca,カタシロワシ,Imperial Eagle,3.2e-06,0.0001536,1.0,vagrant
rebgoo1,Branta ruficollis,アオガン,Red-breasted Goose,3.0479166666666668e-06,0.0001463,1.0,vagrant
lewduc1,Dendrocygna javanica,リュウキュウガモ,Lesser Whistling-Duck,2.920833333333333e-06,0.0001402,1.0,vagrant
monlar1,Melanocorypha mongolica,コウテンシ,Mongolian Lark,2.920833333333333e-06,0.0001402,1.0,vagrant
fragul,Leucophaeus pipixcan,アメリカズグロカモメ,Franklin's Gull,2.9145833333333337e-06,0.0001399,1.0,vagrant
ivogul,Pagophila eburnea,ゾウゲカモメ,Ivory Gull,2.9145833333333337e-06,0.0001399,1.0,vagrant
grwpel1,Pelecanus onocrotalus,モモイロペリカン,Great White Pelican,2.802083333333333e-06,0.0001345,1.0,vagrant
shbdow,Limnodromus griseus,アメリカオオハシシギ,Short-billed Dowitcher,2.802083333333333e-06,0.0001345,1.0,vagrant
norbob,Colinus virginianus,コリンウズラ,Northern Bobwhite,2.6812500000000004e-06,0.0001287,1.0,vagrant
hacdro1,Dicrurus hottentottus,カンムリオウチュウ,Hair-crested Drongo,2.4916666666666664e-06,0.0001196,1.0,vagrant
dalpel1,Pelecanus crispus,ハイイロペリカン,Dalmatian Pelican,2.4166666666666667e-06,0.000116,1.0,vagrant
cinvul1,Aegypius monachus,クロハゲワシ,Cinereous Vulture,2.3458333333333335e-06,0.0001126,1.0,vagrant
copgoo1,Nettapus coromandelianus,ナンキンオシ,Cotton Pygmy-Goose,2.3458333333333335e-06,0.0001126,1.0,vagrant
grewar2,Phylloscopus plumbeitarsus,ヤナギムシクイ,Two-barred Warbler,2.3458333333333335e-06,0.0001126,1.0,vagrant
bahgoo,Anser indicus,インドガン,Bar-headed Goose,,,,undetected
empgoo,Anser canagicus,ミカドガン,Emperor Goose,,,,undetected
creshe1,Tadorna cristata,カンムリツクシガモ,Crested Shelduck,,,,undetected
buwtea,Spatula discors,ミカヅキシマアジ,Blue-winged Teal,,,,undetected
phiduc1,Anas luzonica,アカノドカルガモ,Philippine Duck,,,,undetected
redhea,Aythya americana,アメリカホシハジロ,Redhead,,,,undetected
kineid,Somateria spectabilis,ケワタガモ,King Eider,,,,undetected
hoomer,Lophodytes cucullatus,オウギアイサ,Hooded Merganser,,,,undetected
grebus1,Otis tarda,ノガン,Great Bustard,,,,undetected
litbus1,Tetrax tetrax,ヒメノガン,Little Bustard,,,,undetected
lescou1,Centropus bengalensis,バンケン,Lesser Coucal,,,,undetected
lotkoe1,Urodynamis taitensis,キジカッコウ,Long-tailed Koel,,,,undetected
placuc1,Cacomantis merulinus,ヒメカッコウ,Plaintive Cuckoo,,,,undetected
larhac2,Hierococcyx sparverioides,オオジュウイチ,Large Hawk-Cuckoo,,,,undetected
palsan1,Syrrhaptes paradoxus,サケイ,Pallas's Sandgrouse,,,,undetected
stodov1,Columba oenas,ヒメモリバト,Stock Dove,,,,undetected
bonpig1,Columba versicolor,オガサワラカラスバト,Bonin Pigeon,,,,undetected
ryupig1,Columba jouyi,リュウキュウカラスバト,Ryukyu Pigeon,,,,undetected
bcfdov1,Ptilinopus leclancheri,クロアゴヒメアオバト,Black-chinned Fruit-Dove,,,,undetected
corcra,Crex crex,ウズラクイナ,Corn Crake,,,,undetected
slbrai1,Lewinia striata,ミナミクイナ,Slaty-breasted Rail,,,,undetected
babcra1,Zapornia paykullii,コウライクイナ,Band-bellied Crake,,,,undetected
whbcra1,Poliolimnas cinereus,マミジロクイナ,White-browed Crake,,,,undetected
piesti1,Himantopus leucocephalus,オーストラリアセイタカシギ,Pied Stilt,,,,undetected
slbcur,Numenius tenuirostris,シロハラチュウシャクシギ,Slender-billed Curlew,,,,undetected
hudgod,Limosa haemastica,アメリカオグロシギ,Hudsonian Godwit,,,,undetected
wilpha,Phalaropus tricolor,アメリカヒレアシシギ,Wilson's Phalarope,,,,undetected
sposan,Actitis macularius,アメリカイソシギ,Spotted Sandpiper,,,,undetected
bugnod,Anous ceruleus,ハイイロアジサシ,Blue-gray Noddy,,,,undetected
whiter,Gygis alba,シロアジサシ,White Tern,,,,undetected
bongul,Chroicocephalus philadelphia,ボナパルトカモメ,Bonaparte's Gull,,,,undetected
relgul2,Ichthyaetus relictus,ゴビズキンカモメ,Relict Gull,,,,undetected
lecter2,Thalasseus bengalensis,ベンガルアジサシ,Lesser Crested Tern,,,,undetected
gybter1,Onychoprion lunatus,ナンヨウマミジロアジサシ,Gray-backed Tern,,,,undetected
doveki,Alle alle,ヒメウミスズメ,Dovekie,,,,undetected
casauk,Ptychoramphus aleuticus,アメリカウミスズメ,Cassin's Auklet,,,,undetected
whiauk,Aethia pygmaea,シラヒゲウミスズメ,Whiskered Auklet,,,,undetected
comloo,Gavia immer,ハシグロアビ,Common Loon,,,,undetected
jufpet,Pterodroma externa,オオシロハラミズナギドリ,Juan Fernandez Petrel,,,,undetected
hawpet1,Pterodroma sandwichensis,ハワイシロハラミズナギドリ,Hawaiian Petrel,,,,undetected
motpet,Pterodroma inexpectata,マダラシロハラミズナギドリ,Mottled Petrel,,,,undetected
pifshe,Ardenna creatopus,シロハラアカアシミズナギドリ,Pink-footed Shearwater,,,,undetected
runher1,Nycticorax caledonicus,ハシブトゴイ,Nankeen Night Heron,,,,undetected
spbpel1,Pelecanus philippensis,ホシバシペリカン,Spot-billed Pelican,,,,undetected
snoowl1,Bubo scandiacus,シロフクロウ,Snowy Owl,,,,undetected
bkbkin1,Ceyx erithaca,ミツユビカワセミ,Black-backed Dwarf-Kingfisher,,,,undetected
btbeat1,Merops philippinus,ルリオハチクイ,Blue-tailed Bee-eater,,,,undetected
rabeat1,Merops ornatus,ハチクイ,Rainbow Bee-eater,,,,undetected
rubwoo1,Dendrocopos hyperythrus,チャバラアカゲラ,Rufous-bellied Woodpecker,,,,undetected
whbwoo2,Dryocopus javensis,キタタキ,White-bellied Woodpecker,,,,undetected
leskes1,Falco naumanni,ヒメチョウゲンボウ,Lesser Kestrel,,,,undetected
wehpit1,Pitta sordida,ズグロヤイロチョウ,Western Hooded Pitta,,,,undetected
whbwoo4,Artamus leucorynchus,モリツバメ,White-breasted Woodswallow,,,,undetected
blnmon1,Hypothymis azurea,クロエリヒタキ,Black-naped Monarch,,,,undetected
eurjac,Corvus monedula,ニシコクマルガラス,Eurasian Jackdaw,,,,undetected
azutit2,Cyanistes cyanus,ルリガラ,Azure Tit,,,,undetected
plamar1,Riparia paludicola,タイワンショウドウツバメ,Plain Martin,,,,undetected
thbwar1,Arundinax aedon,ハシブトオオヨシキリ,Thick-billed Warbler,,,,undetected
gycthr,Catharus minimus,ハイイロチャツグミ,Gray-cheeked Thrush,,,,undetected
scathr8,Zoothera dauma,ミナミトラツグミ,Scaly Thrush,,,,undetected
bonthr2,Cichlopasser terrestris,オガサワラガビチョウ,Bonin Thrush,,,,undetected
orhthr1,Geokichla citrina,オレンジジツグミ,Orange-headed Thrush,,,,undetected
brbfly2,Muscicapa muttui,チャムネサメビタキ,Brown-breasted Flycatcher,,,,undetected
plured1,Phoenicurus fuliginosus,カワビタキ,Plumbeous Redstart,,,,undetected
rtrthr1,Monticola saxatilis,コシジロイソヒヨドリ,Rufous-tailed Rock-Thrush,,,,undetected
piebus1,Saxicola caprata,クロノビタキ,Pied Bushchat,,,,undetected
houspa,Passer domesticus,イエスズメ,House Sparrow,,,,undetected
rospip1,Anthus roseatus,ウスベニタヒバリ,Rosy Pipit,,,,undetected
comcha,Fringilla coelebs,ズアオアトリ,Common Chaffinch,,,,undetected
bongro1,Carpodacus ferreorostris,オガサワラマシコ,Bonin Grosbeak,,,,undetected
yellow2,Emberiza citrinella,キアオジ,Yellowhammer,,,,undetected
gyhbun1,Emberiza buchanani,イワバホオジロ,Gray-necked Bunting,,,,undetected
ortbun1,Emberiza hortulana,ズアオホオジロ,Ortolan Bunting,,,,undetected
foxspa,Passerella iliaca,ゴマフスズメ,Fox Sparrow,,,,undetected
sonspa,Melospiza melodia,ウタスズメ,Song Sparrow,,,,undetected
taibap1,Bambusicola sonorivox,テッケイ,Taiwan Bamboo-Partridge,,,,undetected
bknsti,Himantopus mexicanus,クロエリセイタカシギ,Black-necked Stilt,,,,undetected
monpar,Myiopsitta monachus,オキナインコ,Monk Parakeet,,,,undetected
rebpar4,Psittacula alexandri,ダルマインコ,Red-breasted Parakeet,,,,undetected
alepar2,Psittacula eupatria,オオホンセイインコ,Alexandrine Parakeet,,,,undetected
formag1,Urocissa caerulea,ヤマムスメ,Taiwan Blue-Magpie,,,,undetected
banmyn1,Acridotheres ginginianus,ハイイロハッカ,Bank Myna,,,,undetected
lesmaw1,Ploceus intermedius,メンハタオリドリ,Lesser Masked-Weaver,,,,undetected
redbis,Euplectes orix,オオキンランチョウ,Southern Red Bishop,,,,undetected
orcwax,Estrilda melpoda,ホオアカカエデチョウ,Orange-cheeked Waxbill,,,,undetected
bkrwax,Estrilda troglodytes,カエデチョウ,Black-rumped Waxbill,,,,undetected
eapwhy1,Vidua paradisaea,ホウオウジャク,Eastern Paradise-Whydah,,,,undetected
reccar,Paroaria coronata,コウカンチョウ,Red-crested Cardinal,,,,undetected
