ebird_species_code,species_num,scientific_name,japanese_name,ebird_sciname,ebird_common_name,order,family,ebird_common_name_freq,frequency_annual_mean,frequency_max,n_periods_detected,residence_status,xc_total,xc_japan,inat_total,inat_japan,inat_api_total,inat_api_japan,ml_total,ml_japan,recordings_total,recordings_japan,recordings_downloadable,priority_tier,priority_score,ml_available,ml_japan_available,recordings_with_ml
gloibi,318,Plegadis falcinellus,ブロンズトキ,Plegadis falcinellus,Glossy Ibis,PELECANIFORMES,THRESKIORNITHIDAE,Glossy Ibis,8.513333333333332e-05,0.0015,6.0,passage,213.0,0.0,3.0,0.0,10.0,0.0,231.0,0.0,457.0,0.0,226.0,P3,9.627907742509272e-06,231.0,0.0,457.0
gyrfal,406,Falco rusticolus,シロハヤブサ,Falco rusticolus,Gyrfalcon,FALCONIFORMES,FALCONIDAE,Gyrfalcon,5.149166666666667e-05,0.0015,7.0,passage,22.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,42.0,0.0,22.0,P1,9.43169001162785e-06,20.0,0.0,42.0
swirai1,102,Coturnicops exquisitus,シマクイナ,Coturnicops exquisitus,Swinhoe's Rail,GRUIFORMES,RALLIDAE,Swinhoe's Rail,4.264166666666667e-05,0.0015,4.0,vagrant,15.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,21.0,2.0,16.0,P1,9.426568505283723e-06,5.0,2.0,21.0
trepip,590,Anthus trivialis,ヨーロッパビンズイ,Anthus trivialis,Tree Pipit,PASSERIFORMES,MOTACILLIDAE,Tree Pipit,0.0001160479166666,0.0012617,10.0,passage,2750.0,0.0,226.0,0.0,1160.0,0.0,1724.0,0.0,5860.0,0.0,4136.0,P3,9.271093180506413e-06,1724.0,0.0,5860.0
whhmun1,41,Lonchura maja,ヘキチョウ,Lonchura maja,White-headed Munia,PASSERIFORMES,ESTRILDIDAE,White-headed Munia,4.963125e-05,0.0015,5.0,passage,18.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,40.0,0.0,19.0,P1,9.204066843384027e-06,21.0,0.0,40.0
asikoe2,75,Eudynamys scolopaceus,オニカッコウ,Eudynamys scolopaceus,Asian Koel,CUCULIFORMES,CUCULIDAE,Asian Koel,0.0001135604166666,0.0015,10.0,passage,475.0,1.0,182.0,0.0,1304.0,2.0,5956.0,7.0,7917.0,10.0,1961.0,P3,8.768397614952885e-06,5956.0,7.0,7917.0
brtcur,143,Numenius tahitiensis,ハリモモチュウシャク,Numenius tahitiensis,Bristle-thighed Curlew,CHARADRIIFORMES,SCOLOPACIDAE,Bristle-thighed Curlew,6.25e-05,0.0015,2.0,vagrant,44.0,0.0,0.0,0.0,8.0,0.0,100.0,0.0,152.0,0.0,52.0,P3,8.600775549136099e-06,100.0,0.0,152.0
manbuw1,465,Horornis canturians,チョウセンウグイス,Horornis canturians,Manchurian Bush Warbler,PASSERIFORMES,CETTIIDAE,Manchurian Bush Warbler,8.235833333333335e-05,0.0015421,7.0,passage,152.0,0.0,4.0,0.0,73.0,25.0,541.0,36.0,770.0,61.0,229.0,P3,8.58573908784364e-06,541.0,36.0,770.0
colkin1,382,Todiramphus chloris,ナンヨウショウビン,Todiramphus chloris,Collared Kingfisher,CORACIIFORMES,ALCEDINIDAE,Collared Kingfisher,7.958125e-05,0.0015,11.0,passage,183.0,0.0,25.0,0.0,125.0,0.0,429.0,0.0,762.0,0.0,333.0,P3,8.309249948905279e-06,429.0,0.0,762.0
oriplo1,139,Charadrius veredus,オオチドリ,Anarhynchus veredus,Oriental Plover,CHARADRIIFORMES,CHARADRIIDAE,Oriental Plover,3.8175e-05,0.0010293,5.0,passage,19.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,24.0,0.0,19.0,P1,8.121580594399639e-06,5.0,0.0,24.0
moulau1,27,Ianthocincla cineracea,ヒゲガビチョウ,Ianthocincla cineracea,Moustached Laughingthrush,PASSERIFORMES,LEIOTHRICHIDAE,Moustached Laughingthrush,4.3941666666666666e-05,0.0015,5.0,passage,9.0,1.0,0.0,0.0,1.0,0.0,31.0,1.0,41.0,2.0,10.0,P1,8.097958476609398e-06,31.0,1.0,41.0
blhbun1,629,Emberiza melanocephala,ズグロチャキンチョウ,Emberiza melanocephala,Black-headed Bunting,PASSERIFORMES,EMBERIZIDAE,Black-headed Bunting,7.318541666666668e-05,0.0015,7.0,passage,211.0,0.0,7.0,0.0,25.0,0.0,295.0,0.0,538.0,0.0,243.0,P3,8.06289561401308e-06,295.0,0.0,538.0
blknod,203,Anous minutus,ヒメクロアジサシ,Anous minutus,Black Noddy,CHARADRIIFORMES,LARIDAE,Black Noddy,5.271250000000001e-05,0.0007248,9.0,passage,29.0,0.0,0.0,0.0,3.0,0.0,74.0,0.0,106.0,0.0,32.0,P3,7.803608865894087e-06,74.0,0.0,106.0
whwcro,612,Loxia leucoptera,ナキイスカ,Loxia leucoptera,White-winged Crossbill,PASSERIFORMES,FRINGILLIDAE,White-winged Crossbill,8.857083333333334e-05,0.0015,8.0,passage,301.0,0.0,63.0,0.0,351.0,0.0,2689.0,2.0,3404.0,2.0,715.0,P3,7.548310002365512e-06,2689.0,2.0,3404.0
whrsan,169,Calidris fuscicollis,コシジロウズラシギ,Calidris fuscicollis,White-rumped Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,White-rumped Sandpiper,6.385208333333333e-05,0.0016639,2.0,vagrant,69.0,0.0,3.0,0.0,9.0,0.0,313.0,0.0,394.0,0.0,81.0,P3,7.399402544652774e-06,313.0,0.0,394.0
redwin,522,Turdus iliacus,ワキアカツグミ,Turdus iliacus,Redwing,PASSERIFORMES,TURDIDAE,Redwing,9.372083333333336e-05,0.0015,8.0,passage,3440.0,0.0,261.0,0.0,1119.0,0.0,1712.0,0.0,6532.0,0.0,4820.0,P3,7.394877432904982e-06,1712.0,0.0,6532.0
isawhe1,570,Oenanthe isabellina,イナバヒタキ,Oenanthe isabellina,Isabelline Wheatear,PASSERIFORMES,MUSCICAPIDAE,Isabelline Wheatear,6.25e-05,0.0015,2.0,vagrant,198.0,0.0,0.0,0.0,4.0,0.0,150.0,0.0,352.0,0.0,202.0,P3,7.381071263928608e-06,150.0,0.0,352.0
wtrthr1,562,Monticola gularis,ヒメイソヒヨ,Monticola gularis,White-throated Rock-Thrush,PASSERIFORMES,MUSCICAPIDAE,White-throated Rock-Thrush,4.30375e-05,0.0011016,5.0,passage,24.0,0.0,4.0,3.0,7.0,3.0,34.0,12.0,69.0,18.0,35.0,P2,6.9982552393904554e-06,34.0,12.0,69.0
piewhe1,572,Oenanthe pleschanka,セグロサバクヒタキ,Oenanthe pleschanka,Pied Wheatear,PASSERIFORMES,MUSCICAPIDAE,Pied Wheatear,4.926041666666667e-05,0.0015,5.0,passage,99.0,0.0,1.0,0.0,1.0,0.0,45.0,0.0,146.0,0.0,101.0,P3,6.83275335429945e-06,45.0,0.0,146.0
rehbun1,630,Emberiza bruniceps,チャキンチョウ,Emberiza bruniceps,Red-headed Bunting,PASSERIFORMES,EMBERIZIDAE,Red-headed Bunting,5.08125e-05,0.0015,3.0,vagrant,79.0,0.0,0.0,0.0,1.0,0.0,102.0,0.0,182.0,0.0,80.0,P3,6.753782356918355e-06,102.0,0.0,182.0
blueth,542,Luscinia svecica,オガワコマドリ,Luscinia svecica,Bluethroat,PASSERIFORMES,MUSCICAPIDAE,Bluethroat,7.880625e-05,0.0004713,18.0,resident,1394.0,0.0,155.0,0.0,742.0,0.0,1038.0,0.0,3329.0,0.0,2291.0,P3,6.734575578792119e-06,1038.0,0.0,3329.0
lesyel,193,Tringa flavipes,コキアシシギ,Tringa flavipes,Lesser Yellowlegs,CHARADRIIFORMES,SCOLOPACIDAE,Lesser Yellowlegs,7.435833333333334e-05,0.0015,5.0,passage,332.0,0.0,26.0,0.0,105.0,0.0,1996.0,0.0,2459.0,0.0,463.0,P3,6.600811565878453e-06,1996.0,0.0,2459.0
bkwpet,290,Pterodroma nigripennis,ハグロシロハラミズナギドリ,Pterodroma nigripennis,Black-winged Petrel,PROCELLARIIFORMES,PROCELLARIIDAE,Black-winged Petrel,3.1970833333333336e-05,0.0008731,4.0,vagrant,10.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,31.0,0.0,10.0,P1,6.337893625448796e-06,21.0,0.0,31.0
lstlar2,455,Alaudala cheleensis,コヒバリ,Alaudala cheleensis,Asian Short-toed Lark,PASSERIFORMES,ALAUDIDAE,Asian Short-toed Lark,5.0641666666666667e-05,0.0006536,8.0,resident,121.0,0.0,1.0,0.0,2.0,0.0,129.0,1.0,253.0,1.0,124.0,P3,6.334679479290672e-06,129.0,1.0,253.0
blypip1,588,Anthus godlewskii,コマミジロタヒバリ,Anthus godlewskii,Blyth's Pipit,PASSERIFORMES,MOTACILLIDAE,Blyth's Pipit,5.377708333333333e-05,0.0017901,4.0,vagrant,260.0,0.0,2.0,0.0,5.0,0.0,239.0,0.0,506.0,0.0,267.0,P3,5.982753340149109e-06,239.0,0.0,506.0
laugul,217,Leucophaeus atricilla,ワライカモメ,Leucophaeus atricilla,Laughing Gull,CHARADRIIFORMES,LARIDAE,Laughing Gull,6.346041666666667e-05,0.0005702,11.0,passage,159.0,0.0,27.0,0.0,260.0,0.0,1120.0,0.0,1566.0,0.0,446.0,P3,5.978535221275889e-06,1120.0,0.0,1566.0
litgul,215,Hydrocoloeus minutus,ヒメカモメ,Hydrocoloeus minutus,Little Gull,CHARADRIIFORMES,LARIDAE,Little Gull,4.666041666666666e-05,0.001224,5.0,passage,154.0,0.0,3.0,0.0,13.0,0.0,63.0,0.0,233.0,0.0,170.0,P3,5.923991147764314e-06,63.0,0.0,233.0
woowar,468,Phylloscopus sibilatrix,モリムシクイ,Phylloscopus sibilatrix,Wood Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Wood Warbler,7.123333333333333e-05,0.0015,7.0,passage,1421.0,1.0,266.0,0.0,1648.0,0.0,1117.0,0.0,4452.0,1.0,3335.0,P3,5.876908194438514e-06,1117.0,0.0,4452.0
bnhgul1,212,Chroicocephalus brunnicephalus,チャガシラカモメ,Chroicocephalus brunnicephalus,Brown-headed Gull,CHARADRIIFORMES,LARIDAE,Brown-headed Gull,3.572916666666666e-05,0.001224,2.0,vagrant,18.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,71.0,0.0,18.0,P2,5.772242222182057e-06,53.0,0.0,71.0
pllwar1,480,Phylloscopus tenellipes,アムールムシクイ,Phylloscopus tenellipes,Pale-legged Leaf Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Pale-legged Leaf Warbler,5.626041666666666e-05,0.0009639,5.0,passage,264.0,2.0,3.0,0.0,56.0,4.0,823.0,42.0,1146.0,48.0,323.0,P3,5.534769484118234e-06,823.0,42.0,1146.0
blrwar1,488,Acrocephalus dumetorum,ヤブヨシキリ,Acrocephalus dumetorum,Blyth's Reed Warbler,PASSERIFORMES,ACROCEPHALIDAE,Blyth's Reed Warbler,6.970833333333334e-05,0.0012471,6.0,passage,1676.0,0.0,358.0,0.0,1870.0,0.0,2364.0,1.0,6268.0,1.0,3904.0,P3,5.526157705623771e-06,2364.0,1.0,6268.0
boowar1,490,Iduna caligata,ヒメウタイムシクイ,Iduna caligata,Booted Warbler,PASSERIFORMES,ACROCEPHALIDAE,Booted Warbler,5.034375e-05,0.0015,4.0,vagrant,175.0,0.0,35.0,0.0,142.0,0.0,256.0,0.0,608.0,0.0,352.0,P3,5.440999717058633e-06,256.0,0.0,608.0
pagwar1,493,Locustella certhiola,シベリアセンニュウ,Helopsaltes certhiola,Pallas's Grasshopper Warbler,PASSERIFORMES,LOCUSTELLIDAE,Pallas's Grasshopper Warbler,5.337708333333334e-05,0.0015,4.0,vagrant,198.0,0.0,3.0,0.0,60.0,1.0,662.0,3.0,923.0,4.0,261.0,P3,5.417173086180034e-06,662.0,3.0,923.0
ashdro1,416,Dicrurus leucophaeus,ハイイロオウチュウ,Dicrurus leucophaeus,Ashy Drongo,PASSERIFORMES,DICRURIDAE,Ashy Drongo,5.424791666666667e-05,0.0015,6.0,passage,225.0,0.0,2.0,0.0,32.0,0.0,863.0,3.0,1122.0,3.0,259.0,P3,5.352835469179679e-06,863.0,3.0,1122.0
sonthr1,519,Turdus philomelos,ウタツグミ,Turdus philomelos,Song Thrush,PASSERIFORMES,TURDIDAE,Song Thrush,7.407916666666665e-05,0.0015,7.0,passage,6261.0,0.0,1100.0,0.0,8630.0,0.0,4231.0,0.0,20222.0,0.0,15991.0,P3,5.178992042094006e-06,4231.0,0.0,20222.0
comyel,643,Geothlypis trichas,カオグロアメリカムシクイ,Geothlypis trichas,Common Yellowthroat,PASSERIFORMES,PARULIDAE,Common Yellowthroat,7.398125e-05,0.0015,5.0,passage,792.0,0.0,785.0,0.0,3859.0,0.0,14977.0,0.0,20413.0,0.0,5436.0,P3,5.167247543104211e-06,14977.0,0.0,20413.0
blckin1,381,Halcyon pileata,ヤマショウビン,Halcyon pileata,Black-capped Kingfisher,CORACIIFORMES,ALCEDINIDAE,Black-capped Kingfisher,3.473958333333333e-05,0.0005608,6.0,passage,38.0,0.0,0.0,0.0,8.0,0.0,60.0,0.0,106.0,0.0,46.0,P3,5.142881109745628e-06,60.0,0.0,106.0
leater1,234,Sternula antillarum,アメリカコアジサシ,Sternula antillarum,Least Tern,CHARADRIIFORMES,LARIDAE,Least Tern,4.747708333333333e-05,0.0015,3.0,vagrant,148.0,0.0,8.0,0.0,58.0,0.0,885.0,0.0,1099.0,0.0,214.0,P3,4.6985619608681565e-06,885.0,0.0,1099.0
redava,44,Amandava amandava,ベニスズメ,Amandava amandava,Red Avadavat,PASSERIFORMES,ESTRILDIDAE,Red Avadavat,4.320833333333333e-05,0.0015,3.0,vagrant,96.0,0.0,0.0,0.0,14.0,0.0,703.0,0.0,813.0,0.0,110.0,P3,4.467983580459922e-06,703.0,0.0,813.0
manrew1,487,Acrocephalus tangorum,マンシュウイナダヨシキリ,Acrocephalus tangorum,Manchurian Reed Warbler,PASSERIFORMES,ACROCEPHALIDAE,Manchurian Reed Warbler,3.125e-05,0.0015,1.0,vagrant,33.0,0.0,0.0,0.0,4.0,0.0,89.0,5.0,126.0,5.0,37.0,P3,4.464285714285715e-06,89.0,5.0,126.0
eugplo,129,Pluvialis apricaria,ヨーロッパムナグロ,Pluvialis apricaria,European Golden-Plover,CHARADRIIFORMES,CHARADRIIDAE,European Golden-Plover,4.959166666666667e-05,0.0015,6.0,passage,1652.0,0.0,16.0,0.0,81.0,0.0,536.0,1.0,2285.0,1.0,1749.0,P3,4.444000108989243e-06,536.0,1.0,2285.0
trimun,39,Lonchura malacca,ギンパラ,Lonchura malacca,Tricolored Munia,PASSERIFORMES,ESTRILDIDAE,Tricolored Munia,3.125e-05,0.0015,1.0,vagrant,8.0,0.0,0.0,0.0,1.0,0.0,156.0,0.0,165.0,0.0,9.0,P3,4.2322930012042896e-06,156.0,0.0,165.0
slbgul1,210,Chroicocephalus genei,ハシボソカモメ,Chroicocephalus genei,Slender-billed Gull,CHARADRIIFORMES,LARIDAE,Slender-billed Gull,3.3904166666666666e-05,0.0015,2.0,vagrant,215.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,281.0,0.0,215.0,P3,4.162748841733874e-06,66.0,0.0,281.0
blkter,245,Chlidonias niger,ハシグロクロハラアジサシ,Chlidonias niger,Black Tern,CHARADRIIFORMES,LARIDAE,Black Tern,4.188125e-05,0.0015,3.0,vagrant,316.0,0.0,15.0,0.0,76.0,0.0,684.0,0.0,1091.0,0.0,407.0,P3,4.149091309198915e-06,684.0,0.0,1091.0
rbbmag,22,Urocissa erythroryncha,サンジャク,Urocissa erythroryncha,Red-billed Blue-Magpie,PASSERIFORMES,CORVIDAE,Red-billed Blue-Magpie,3.673125e-05,0.0015,3.0,vagrant,169.0,0.0,4.0,0.0,91.0,1.0,351.0,1.0,615.0,2.0,264.0,P3,3.962751969139195e-06,351.0,1.0,615.0
indcuc1,81,Cuculus micropterus,セグロカッコウ,Cuculus micropterus,Indian Cuckoo,CUCULIFORMES,CUCULIDAE,Indian Cuckoo,4.195208333333333e-05,0.0005833,5.0,passage,235.0,2.0,33.0,9.0,187.0,35.0,1083.0,43.0,1538.0,89.0,455.0,P3,3.9619618411811536e-06,1083.0,43.0,1538.0
wlwwar,474,Phylloscopus trochilus,キタヤナギムシクイ,Phylloscopus trochilus,Willow Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Willow Warbler,5.21125e-05,0.000817,6.0,passage,5585.0,0.0,410.0,0.0,2711.0,0.0,2351.0,0.0,11057.0,0.0,8706.0,P3,3.879457953942562e-06,2351.0,0.0,11057.0
chilew1,470,Phylloscopus yunnanensis,シセンムシクイ,Phylloscopus yunnanensis,Chinese Leaf Warbler,PASSERIFORMES,PHYLLOSCOPIDAE,Chinese Leaf Warbler,3.125e-05,0.0015,1.0,vagrant,116.0,0.0,0.0,0.0,20.0,0.0,152.0,0.0,288.0,0.0,136.0,P3,3.820335856561818e-06,152.0,0.0,288.0
eurrob1,541,Erithacus rubecula,ヨーロッパコマドリ,Erithacus rubecula,European Robin,PASSERIFORMES,MUSCICAPIDAE,European Robin,5.439375e-05,0.0015,4.0,vagrant,7449.0,0.0,1100.0,0.0,12728.0,0.0,7325.0,0.0,28602.0,0.0,21277.0,P3,3.674277885411492e-06,7325.0,0.0,28602.0
misthr1,520,Turdus viscivorus,ヤドリギツグミ,Turdus viscivorus,Mistle Thrush,PASSERIFORMES,TURDIDAE,Mistle Thrush,4.217916666666667e-05,0.0015,2.0,vagrant,1569.0,0.0,196.0,0.0,1198.0,0.0,1128.0,0.0,4091.0,0.0,2963.0,P3,3.5152402038542802e-06,1128.0,0.0,4091.0
truswa,15,Cygnus buccinator,ナキハクチョウ,Cygnus buccinator,Trumpeter Swan,ANSERIFORMES,ANATIDAE,Trumpeter Swan,3.923125e-05,0.0015,4.0,vagrant,77.0,0.0,55.0,0.0,382.0,0.0,1838.0,0.0,2352.0,0.0,514.0,P3,3.502509163180247e-06,1838.0,0.0,2352.0
bearee1,449,Panurus biarmicus,ヒゲガラ,Panurus biarmicus,Bearded Reedling,PASSERIFORMES,PANURIDAE,Bearded Reedling,3.4860416666666666e-05,0.0015,2.0,vagrant,491.0,0.0,15.0,0.0,117.0,0.0,388.0,0.0,1011.0,0.0,623.0,P3,3.4914819336260547e-06,388.0,0.0,1011.0
rebshr1,423,Lanius collurio,セアカモズ,Lanius collurio,Red-backed Shrike,PASSERIFORMES,LANIIDAE,Red-backed Shrike,3.635833333333333e-05,0.0015,3.0,vagrant,849.0,0.0,45.0,0.0,290.0,0.0,511.0,0.0,1695.0,0.0,1184.0,P3,3.388862884967217e-06,511.0,0.0,1695.0
datthr1,530,Turdus atrogularis,ノドグロツグミ,Turdus atrogularis,Black-throated Thrush,PASSERIFORMES,TURDIDAE,Black-throated Thrush,2.4479166666666668e-05,0.0004641,4.0,vagrant,84.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,148.0,0.0,84.0,P3,3.386330148085019e-06,64.0,0.0,148.0
ettwoo1,391,Picoides tridactylus,ミユビゲラ,Picoides tridactylus,Eurasian Three-toed Woodpecker,PICIFORMES,PICIDAE,Eurasian Three-toed Woodpecker,3.125e-05,0.0015,1.0,vagrant,463.0,0.0,2.0,0.0,24.0,0.0,115.0,0.0,604.0,0.0,489.0,P3,3.380873286154286e-06,115.0,0.0,604.0
verfly4,540,Eumyias thalassinus,ロクショウヒタキ,Eumyias thalassinus,Verditer Flycatcher,PASSERIFORMES,MUSCICAPIDAE,Verditer Flycatcher,2.7350000000000004e-05,0.0005347,4.0,vagrant,106.0,0.0,0.0,0.0,10.0,0.0,224.0,0.0,340.0,0.0,116.0,P3,3.249047182952543e-06,224.0,0.0,340.0
norhar2,357,Circus hudsonius,アメリカハイイロチュウヒ,Circus hudsonius,Northern Harrier,ACCIPITRIFORMES,ACCIPITRIDAE,Northern Harrier,3.125e-05,0.0015,1.0,vagrant,49.0,0.0,4.0,0.0,48.0,0.0,706.0,0.0,807.0,0.0,101.0,P3,3.2349910235975314e-06,706.0,0.0,807.0
eupfly1,555,Ficedula hypoleuca,マダラヒタキ,Ficedula hypoleuca,European Pied Flycatcher,PASSERIFORMES,MUSCICAPIDAE,European Pied Flycatcher,3.798125e-05,0.0015,3.0,vagrant,1662.0,0.0,166.0,0.0,948.0,0.0,1393.0,0.0,4169.0,0.0,2776.0,P3,3.158214627549197e-06,1393.0,0.0,4169.0
sabgul,209,Xema sabini,クビワカモメ,Xema sabini,Sabine's Gull,CHARADRIIFORMES,LARIDAE,Sabine's Gull,1.81625e-05,0.0005154,2.0,vagrant,24.0,0.0,0.0,0.0,3.0,0.0,47.0,0.0,74.0,0.0,27.0,P2,2.9069639429906933e-06,47.0,0.0,74.0
cangoo,4,Branta canadensis,カナダガン,Branta canadensis,Canada Goose,ANSERIFORMES,ANATIDAE,Canada Goose,3.374166666666667e-05,0.0015,2.0,vagrant,1500.0,0.0,578.0,0.0,7060.0,0.0,0.0,0.0,9138.0,0.0,9138.0,P3,2.5643503517674935e-06,0.0,0.0,9138.0
sedwar1,486,Acrocephalus schoenobaenus,スゲヨシキリ,Acrocephalus schoenobaenus,Sedge Warbler,PASSERIFORMES,ACROCEPHALIDAE,Sedge Warbler,3.125e-05,0.0015,1.0,vagrant,1757.0,0.0,256.0,0.0,1461.0,0.0,1801.0,0.0,5275.0,0.0,3474.0,P3,2.5271921287323772e-06,1801.0,0.0,5275.0
stisan,158,Calidris himantopus,アシナガシギ,Calidris himantopus,Stilt Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,Stilt Sandpiper,1.9322916666666668e-05,0.0004106,3.0,vagrant,45.0,0.0,0.0,0.0,3.0,0.0,151.0,0.0,199.0,0.0,48.0,P3,2.5255242607946953e-06,151.0,0.0,199.0
eueowl1,375,Bubo bubo,ワシミミズク,Bubo bubo,Eurasian Eagle-Owl,STRIGIFORMES,STRIGIDAE,Eurasian Eagle-Owl,3.125e-05,0.0015,1.0,vagrant,1098.0,0.0,112.0,2.0,12165.0,8.0,732.0,5.0,14107.0,15.0,13375.0,P3,2.267067334253812e-06,732.0,5.0,14107.0
whvmyn,31,Acridotheres javanicus,ジャワハッカ,Acridotheres javanicus,Javan Myna,PASSERIFORMES,STURNIDAE,Javan Myna,1.674375e-05,0.0003497,3.0,vagrant,65.0,0.0,9.0,0.0,59.0,0.0,250.0,0.0,383.0,0.0,133.0,P3,1.9495059168262696e-06,250.0,0.0,383.0
parauk,259,Aethia psittacula,ウミオウム,Aethia psittacula,Parakeet Auklet,CHARADRIIFORMES,ALCIDAE,Parakeet Auklet,1.0854166666666668e-05,0.0001637,4.0,vagrant,6.0,0.0,0.0,0.0,4.0,0.0,40.0,0.0,50.0,0.0,10.0,P2,1.9040928776291318e-06,40.0,0.0,50.0
rossta2,511,Pastor roseus,バライロムクドリ,Pastor roseus,Rosy Starling,PASSERIFORMES,STURNIDAE,Rosy Starling,1.4816666666666663e-05,0.0002573,4.0,vagrant,121.0,0.0,0.0,0.0,13.0,0.0,381.0,0.0,515.0,0.0,134.0,P3,1.6437356355536428e-06,381.0,0.0,515.0
whcspa,639,Zonotrichia leucophrys,ミヤマシトド,Zonotrichia leucophrys,White-crowned Sparrow,PASSERIFORMES,PASSERELLIDAE,White-crowned Sparrow,2.063541666666667e-05,0.0004207,4.0,vagrant,631.0,0.0,424.0,0.0,1726.0,0.0,8265.0,0.0,11046.0,0.0,2781.0,P3,1.53634518462966e-06,8265.0,0.0,11046.0
chrshe,300,Puffinus nativitatis,コミズナギドリ,Puffinus nativitatis,Christmas Shearwater,PROCELLARIIFORMES,PROCELLARIIDAE,Christmas Shearwater,5.033333333333333e-06,0.0002416,1.0,vagrant,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,8.0,P1,1.4040128264440201e-06,2.0,0.0,10.0
spofly1,538,Muscicapa striata,ムナフヒタキ,Muscicapa striata,Spotted Flycatcher,PASSERIFORMES,MUSCICAPIDAE,Spotted Flycatcher,1.55125e-05,0.0003476,3.0,vagrant,1946.0,0.0,141.0,0.0,672.0,0.0,1477.0,0.0,4236.0,0.0,2759.0,P3,1.287433303636593e-06,1477.0,0.0,4236.0
arcter,242,Sterna paradisaea,キョクアジサシ,Sterna paradisaea,Arctic Tern,CHARADRIIFORMES,LARIDAE,Arctic Tern,1.2666666666666668e-05,0.000608,1.0,vagrant,486.0,0.0,7.0,0.0,33.0,0.0,395.0,0.0,921.0,0.0,526.0,P3,1.2859316148457994e-06,395.0,0.0,921.0
meapip1,589,Anthus pratensis,マキバタヒバリ,Anthus pratensis,Meadow Pipit,PASSERIFORMES,MOTACILLIDAE,Meadow Pipit,1.4108333333333332e-05,0.0003736,3.0,vagrant,1655.0,0.0,53.0,0.0,444.0,0.0,1442.0,0.0,3594.0,0.0,2152.0,P3,1.1943888894003425e-06,1442.0,0.0,3594.0
semplo,133,Charadrius semipalmatus,ミズカキチドリ,Charadrius semipalmatus,Semipalmated Plover,CHARADRIIFORMES,CHARADRIIDAE,Semipalmated Plover,1.2772916666666666e-05,0.0002577,3.0,vagrant,186.0,0.0,16.0,0.0,62.0,0.0,1611.0,0.0,1875.0,0.0,264.0,P3,1.1746060835128682e-06,1611.0,0.0,1875.0
eaywag1,581,Motacilla flava,ニシツメナガセキレイ,Motacilla flava,Western Yellow Wagtail,PASSERIFORMES,MOTACILLIDAE,Western Yellow Wagtail,1.4447916666666666e-05,0.0004131,2.0,vagrant,2994.0,0.0,47.0,0.0,385.0,0.0,1701.0,0.0,5127.0,0.0,3426.0,P3,1.1722959456975788e-06,1701.0,0.0,5127.0
chwcuc1,74,Clamator coromandus,カンムリカッコウ,Clamator coromandus,Chestnut-winged Cuckoo,CUCULIFORMES,CUCULIDAE,Chestnut-winged Cuckoo,9.641666666666666e-06,0.0001634,3.0,vagrant,81.0,0.0,4.0,0.0,46.0,0.0,243.0,0.0,374.0,0.0,131.0,P3,1.1270754017331695e-06,243.0,0.0,374.0
bkwcus1,413,Lalage melaschistos,アサクラサンショウクイ,Lalage melaschistos,Black-winged Cuckooshrike,PASSERIFORMES,CAMPEPHAGIDAE,Black-winged Cuckooshrike,7.495833333333334e-06,0.0001898,2.0,vagrant,62.0,0.0,0.0,0.0,3.0,0.0,148.0,0.0,213.0,0.0,65.0,P3,9.674298870517274e-07,148.0,0.0,213.0
baisan,167,Calidris bairdii,ヒメウズラシギ,Calidris bairdii,Baird's Sandpiper,CHARADRIIFORMES,SCOLOPACIDAE,Baird's Sandpiper,8.8375e-06,0.0002504,2.0,vagrant,102.0,0.0,3.0,0.0,14.0,0.0,475.0,0.0,594.0,0.0,119.0,P3,9.586005484534706e-07,475.0,0.0,594.0
javspa,36,Padda oryzivora,ブンチョウ,Padda oryzivora,Java Sparrow,PASSERIFORMES,ESTRILDIDAE,Java Sparrow,7.764583333333333e-06,0.0002027,2.0,vagrant,11.0,0.0,0.0,0.0,13.0,0.0,277.0,0.0,301.0,0.0,24.0,P3,9.419409743019907e-07,277.0,0.0,301.0
bimlar1,453,Melanocorypha bimaculata,クビワコウテンシ,Melanocorypha bimaculata,Bimaculated Lark,PASSERIFORMES,ALAUDIDAE,Bimaculated Lark,6.0500000000000005e-06,0.000165,2.0,vagrant,66.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,114.0,0.0,66.0,P3,8.821838386980625e-07,48.0,0.0,114.0
